125 1
1 1 1 -1.1160187046500154e+0 -1.1160187046500154e+0 -1.1160187046500152e+0 1.1100000000000000e+2
2 1 1 -5.5800935232500770e-1 -1.1160187046500154e+0 -1.1160187046500152e+0 2.1100000000000000e+2
3 1 1 0.0000000000000000e+0 -1.1160187046500154e+0 -1.1160187046500154e+0 3.1100000000000000e+2
4 1 1 5.5800935232500770e-1 -1.1160187046500154e+0 -1.1160187046500154e+0 4.1100000000000000e+2
5 1 1 1.1160187046500154e+0 -1.1160187046500154e+0 -1.1160187046500154e+0 5.1100000000000000e+2
1 2 1 -1.1160187046500154e+0 -5.5800935232500759e-1 -1.1160187046500152e+0 1.2100000000000000e+2
2 2 1 -5.5800935232500770e-1 -5.5800935232500770e-1 -1.1160187046500154e+0 2.2100000000000000e+2
3 2 1 0.0000000000000000e+0 -5.5800935232500770e-1 -1.1160187046500154e+0 3.2100000000000000e+2
4 2 1 5.5800935232500770e-1 -5.5800935232500770e-1 -1.1160187046500154e+0 4.2100000000000000e+2
5 2 1 1.1160187046500154e+0 -5.5800935232500770e-1 -1.1160187046500154e+0 5.2100000000000000e+2
1 3 1 -1.1160187046500154e+0 6.8336436721910835e-17 -1.1160187046500154e+0 1.3100000000000000e+2
2 3 1 -5.5800935232500770e-1 3.4168218360955418e-17 -1.1160187046500154e+0 2.3100000000000000e+2
3 3 1 0.0000000000000000e+0 0.0000000000000000e+0 -1.1160187046500154e+0 3.3100000000000000e+2
4 3 1 5.5800935232500770e-1 -3.4168218360955418e-17 -1.1160187046500154e+0 4.3100000000000000e+2
5 3 1 1.1160187046500154e+0 -6.8336436721910835e-17 -1.1160187046500154e+0 5.3100000000000000e+2
1 4 1 -1.1160187046500154e+0 5.5800935232500770e-1 -1.1160187046500154e+0 1.4100000000000000e+2
2 4 1 -5.5800935232500770e-1 5.5800935232500770e-1 -1.1160187046500154e+0 2.4100000000000000e+2
3 4 1 0.0000000000000000e+0 5.5800935232500770e-1 -1.1160187046500154e+0 3.4100000000000000e+2
4 4 1 5.5800935232500770e-1 5.5800935232500770e-1 -1.1160187046500154e+0 4.4100000000000000e+2
5 4 1 1.1160187046500154e+0 5.5800935232500759e-1 -1.1160187046500154e+0 5.4100000000000000e+2
